ensembl_gene_id	gene_biotype	gene	percentage_gene_gc_content	total_counts	n_cells_by_counts
ENSG00000144045	protein_coding	DQX1	49.44	89	42
ENSG00000144048	protein_coding	DUSP11	40.29	2705	2346
ENSG00000144057	protein_coding	ST6GAL2	41.34	54	46
ENSG00000144061	protein_coding	NPHP1	39.53	49	46
ENSG00000144118	protein_coding	RALB	46.37	982	899
ENSG00000144120	protein_coding	TMEM177	52.47	50	40
ENSG00000144134	protein_coding	RABL2A	49.92	1022	934
ENSG00000144136	protein_coding	SLC20A1	42.28	267	251
ENSG00000144161	protein_coding	ZC3H8	38.5	265	252
ENSG00000144199	protein_coding	FAHD2B	48.77	782	733
ENSG00000144218	protein_coding	AFF3	41.69	186	174
ENSG00000144224	protein_coding	UBXN4	39.75	4153	3287
ENSG00000144227	protein_coding	NXPH2	38.19	9	6
ENSG00000144228	protein_coding	SPOPL	36.7	800	759
ENSG00000144230	protein_coding	GPR17	59.4	1304	981
ENSG00000144231	protein_coding	POLR2D	45.36	2447	2100
ENSG00000144233	protein_coding	AMMECR1L	45.69	1231	1099
ENSG00000144278	protein_coding	GALNT13	35.16	42	40
ENSG00000144283	protein_coding	PKP4	38.59	2505	2032
ENSG00000144285	protein_coding	SCN1A	35.32	1831	1124
ENSG00000144290	protein_coding	SLC4A10	35.91	752	573
ENSG00000144306	protein_coding	SCRN3	37.9	613	591
ENSG00000144331	protein_coding	ZNF385B	36.95	293	254
ENSG00000144339	protein_coding	TMEFF2	35.9	37301	8594
ENSG00000144354	protein_coding	CDCA7	43.24	221	182
ENSG00000144355	protein_coding	DLX1	55.73	983	707
ENSG00000144357	protein_coding	UBR3	36.88	2173	1859
ENSG00000144362	protein_coding	PHOSPHO2	37.24	978	879
ENSG00000144369	protein_coding	FAM171B	37.12	8814	5290
ENSG00000144381	protein_coding	HSPD1	42.79	2971	2447
ENSG00000144401	protein_coding	METTL21A	40.9	234	215
ENSG00000144406	protein_coding	UNC80	37.57	1544	1012
ENSG00000144426	protein_coding	NBEAL1	37.7	1337	1192
ENSG00000144445	protein_coding	KANSL1L	36.36	178	169
ENSG00000144455	protein_coding	SUMF1	39.53	309	297
ENSG00000144460	protein_coding	NYAP2	38.06	505	413
ENSG00000144485	protein_coding	HES6	70.08	922	854
ENSG00000144524	protein_coding	COPS7B	44.9	986	909
ENSG00000144535	protein_coding	DIS3L2	42.48	784	734
ENSG00000144559	protein_coding	TAMM41	42.11	134	126
ENSG00000144560	protein_coding	VGLL4	44.93	2306	1983
ENSG00000144566	protein_coding	RAB5A	39.79	148	143
ENSG00000144579	protein_coding	CTDSP1	63.19	1075	996
ENSG00000144583	protein_coding	MARCH4	44.52	428	358
ENSG00000144589	protein_coding	STK11IP	53.34	95	91
ENSG00000144591	protein_coding	GMPPA	54.38	834	747
ENSG00000144596	protein_coding	GRIP2	52.35	181	159
ENSG00000144597	protein_coding	EAF1	43.46	296	282
ENSG00000144619	protein_coding	CNTN4	37.97	62	39
ENSG00000144635	protein_coding	DYNC1LI1	39.15	1975	1711
ENSG00000144642	protein_coding	RBMS3	36.91	1101	722
ENSG00000144647	protein_coding	POMGNT2	47.69	349	318
ENSG00000144655	protein_coding	CSRNP1	55.85	323	305
ENSG00000144659	protein_coding	SLC25A38	46.4	4857	3322
ENSG00000144668	protein_coding	ITGA9	44.64	113	105
ENSG00000144674	protein_coding	GOLGA4	37.82	2329	1920
ENSG00000144677	protein_coding	CTDSPL	42.32	486	448
ENSG00000144681	protein_coding	STAC	39.86	32	25
ENSG00000144711	protein_coding	IQSEC1	53.38	2681	2021
ENSG00000144724	protein_coding	PTPRG	40.79	317	293
ENSG00000144736	protein_coding	SHQ1	39.56	19	16
ENSG00000144741	protein_coding	SLC25A26	40.15	184	166
ENSG00000144744	protein_coding	UBA3	37.06	1503	1332
ENSG00000144746	protein_coding	ARL6IP5	42.48	8250	4864
ENSG00000144747	protein_coding	TMF1	36.6	1848	1626
ENSG00000144749	protein_coding	LRIG1	46.07	89	85
ENSG00000144771	protein_coding	LRTM1	44.17	124	115
ENSG00000144791	protein_coding	LIMD1	46.55	862	803
ENSG00000144802	protein_coding	NFKBIZ	40.23	89	71
ENSG00000144815	protein_coding	NXPE3	39.58	379	364
ENSG00000144827	protein_coding	ABHD10	35.85	718	678
ENSG00000144834	protein_coding	TAGLN3	45.69	3014	1580
ENSG00000144840	protein_coding	RABL3	37.93	273	255
ENSG00000144843	protein_coding	ADPRH	46.24	2110	1829
ENSG00000144847	protein_coding	IGSF11	38.47	2067	1794
ENSG00000144848	protein_coding	ATG3	36.32	4472	3372
ENSG00000144867	protein_coding	SRPRB	41.15	1847	1661
ENSG00000144868	protein_coding	TMEM108	40.21	796	728
ENSG00000144893	protein_coding	MED12L	38.81	209	198
ENSG00000144895	protein_coding	EIF2A	37.63	1760	1562
ENSG00000144909	protein_coding	OSBPL11	39.36	604	565
ENSG00000144935	protein_coding	TRPC1	35.59	2367	1977
ENSG00000144959	protein_coding	NCEH1	41.72	2420	1895
ENSG00000145014	protein_coding	TMEM44	50.87	337	253
ENSG00000145016	protein_coding	RUBCN	45.69	1694	1454
ENSG00000145022	protein_coding	TCTA	53.23	2315	1954
ENSG00000145029	protein_coding	NICN1	52.25	2132	1640
ENSG00000145050	protein_coding	MANF	50.89	6676	4634
ENSG00000145075	lncRNA	CCDC39	37.08	53	51
ENSG00000145087	protein_coding	STXBP5L	36.35	522	454
ENSG00000145147	protein_coding	SLIT2	36.12	73	61
ENSG00000145191	protein_coding	EIF2B5	48.66	959	876
ENSG00000145194	protein_coding	ECE2	52.92	964	748
ENSG00000145198	protein_coding	VWA5B2	58.09	491	400
ENSG00000145214	protein_coding	DGKQ	60.54	311	285
ENSG00000145220	protein_coding	LYAR	44	1530	1383
ENSG00000145241	protein_coding	CENPC	36.82	743	703
ENSG00000145242	protein_coding	EPHA5	33.39	4777	1780
ENSG00000145247	protein_coding	OCIAD2	41.87	1309	937
ENSG00000145287	protein_coding	PLAC8	41.72	14	10
ENSG00000145293	protein_coding	ENOPH1	43.12	4226	3295
ENSG00000145331	protein_coding	TRMT10A	35.05	575	556
ENSG00000145332	protein_coding	KLHL8	38.23	731	674
ENSG00000145335	protein_coding	SNCA	36.12	5056	2290
ENSG00000145337	protein_coding	PYURF	44.22	1757	1531
ENSG00000145348	protein_coding	TBCK	35.98	867	773
ENSG00000145349	protein_coding	CAMK2D	35.99	1533	1279
ENSG00000145354	protein_coding	CISD2	38.96	5103	3950
ENSG00000145365	protein_coding	TIFA	40.42	551	474
ENSG00000145375	protein_coding	SPATA5	37.39	32	30
ENSG00000145388	protein_coding	METTL14	36.97	226	211
ENSG00000145390	protein_coding	USP53	36.03	440	418
ENSG00000145391	protein_coding	SETD7	42.84	1988	1626
ENSG00000145414	protein_coding	NAF1	36.34	413	395
ENSG00000145416	protein_coding	MARCH1	35.61	1145	1011
ENSG00000145431	protein_coding	PDGFC	36.03	682	624
ENSG00000145439	protein_coding	CBR4	38.87	341	316
ENSG00000145495	protein_coding	MARCH6	39.32	1780	1408
ENSG00000145545	protein_coding	SRD5A1	44.16	5233	3653
ENSG00000145555	protein_coding	MYO10	44.1	22	18
ENSG00000145592	protein_coding	RPL37	42.62	55773	11755
ENSG00000145632	protein_coding	PLK2	41.73	1179	890
ENSG00000145675	protein_coding	PIK3R1	39.2	5359	4009
ENSG00000145681	protein_coding	HAPLN1	36.15	1452	735
ENSG00000145685	protein_coding	LHFPL2	43.31	557	516
ENSG00000145687	protein_coding	SSBP2	35.97	2738	2207
ENSG00000145703	protein_coding	IQGAP2	40.46	91	55
ENSG00000145708	protein_coding	CRHBP	42.28	3919	634
ENSG00000145715	protein_coding	RASA1	35.77	642	559
ENSG00000145721	protein_coding	LIX1	39.26	239	219
ENSG00000145723	protein_coding	GIN1	36	726	664
ENSG00000145725	protein_coding	PPIP5K2	34.29	494	468
ENSG00000145730	protein_coding	PAM	35.92	1587	1098
ENSG00000145740	protein_coding	SLC30A5	39.23	648	608
ENSG00000145741	protein_coding	BTF3	38.63	6952	4706
ENSG00000145743	protein_coding	FBXL17	35.81	486	440
ENSG00000145779	protein_coding	TNFAIP8	41.46	131	118
ENSG00000145780	protein_coding	FEM1C	35.43	253	239
ENSG00000145781	protein_coding	COMMD10	37.45	1027	960
ENSG00000145782	protein_coding	ATG12	36.6	1231	1098
ENSG00000145794	protein_coding	MEGF10	38.94	1627	1424
ENSG00000145817	protein_coding	YIPF5	35.8	2444	2141
ENSG00000145819	protein_coding	ARHGAP26	42.17	505	409
ENSG00000145824	protein_coding	CXCL14	52.05	516	355
ENSG00000145833	protein_coding	DDX46	42.1	1560	1372
ENSG00000145860	protein_coding	RNF145	36.97	1669	1450
ENSG00000145861	protein_coding	C1QTNF2	46.95	66	62
ENSG00000145864	protein_coding	GABRB2	35.96	16	14
ENSG00000145882	protein_coding	PCYOX1L	50.1	1113	1026
ENSG00000145901	protein_coding	TNIP1	50.01	575	542
ENSG00000145907	protein_coding	G3BP1	39.44	3241	2678
ENSG00000145911	protein_coding	N4BP3	60.58	116	107
ENSG00000145912	protein_coding	NHP2	52.15	3284	2682
ENSG00000145916	protein_coding	RMND5B	49.48	883	827
ENSG00000145919	protein_coding	BOD1	44.58	1354	1200
ENSG00000145920	protein_coding	CPLX2	50.92	3873	1382
ENSG00000145934	protein_coding	TENM2	40.39	2152	1045
ENSG00000145979	protein_coding	TBC1D7	44.56	1768	1548
ENSG00000145982	protein_coding	FARS2	42.02	891	822
ENSG00000145990	protein_coding	GFOD1	44.97	300	280
ENSG00000145996	protein_coding	CDKAL1	38.04	380	364
ENSG00000146005	protein_coding	PSD2	51.8	240	209
ENSG00000146006	protein_coding	LRRTM2	38.26	1467	1285
ENSG00000146007	protein_coding	ZMAT2	43.69	6064	4167
ENSG00000146038	protein_coding	DCDC2	38.69	365	325
ENSG00000146063	protein_coding	TRIM41	52.1	653	607
ENSG00000146066	protein_coding	HIGD2A	57.47	12118	7034
ENSG00000146070	protein_coding	PLA2G7	40.97	151	128
ENSG00000146072	protein_coding	TNFRSF21	41.38	1418	1225
ENSG00000146083	protein_coding	RNF44	60.08	1350	1240
ENSG00000146090	protein_coding	RASGEF1C	49.98	20	16
ENSG00000146109	protein_coding	ABT1	47.72	618	586
ENSG00000146122	protein_coding	DAAM2	47.6	2292	1915
ENSG00000146143	protein_coding	PRIM2	37.46	2612	1947
ENSG00000146147	protein_coding	MLIP	36.72	232	197
ENSG00000146151	protein_coding	HMGCLL1	34.37	60	55
ENSG00000146192	protein_coding	FGD2	53.53	1019	787
ENSG00000146216	protein_coding	TTBK1	56.24	67	60
ENSG00000146221	protein_coding	TCTE1	50.79	11	9
ENSG00000146223	protein_coding	RPL7L1	46.45	2105	1843
ENSG00000146232	protein_coding	NFKBIE	55.92	20	19
ENSG00000146243	protein_coding	IRAK1BP1	37.22	854	757
ENSG00000146247	protein_coding	PHIP	34.28	3124	2548
ENSG00000146263	protein_coding	MMS22L	35.58	23	21
ENSG00000146278	protein_coding	PNRC1	48.53	4333	3485
ENSG00000146282	protein_coding	RARS2	38.29	316	290
ENSG00000146285	protein_coding	SCML4	43.76	48	43
ENSG00000146350	protein_coding	TBC1D32	35.75	36	34
ENSG00000146352	protein_coding	CLVS2	36.32	135	121
ENSG00000146360	protein_coding	GPR6	58.95	70	62
ENSG00000146373	protein_coding	RNF217	36.66	92	86
ENSG00000146374	protein_coding	RSPO3	36.02	41	29
ENSG00000146386	protein_coding	ABRACL	44.13	568	502
ENSG00000146409	protein_coding	SLC18B1	39.67	150	142
ENSG00000146414	protein_coding	SHPRH	35.43	1151	1064
ENSG00000146416	protein_coding	AIG1	39.66	5939	4230
ENSG00000146426	protein_coding	TIAM2	43.49	56	49
ENSG00000146433	protein_coding	TMEM181	47.38	842	773
ENSG00000146457	protein_coding	WTAP	38.63	992	920
ENSG00000146463	protein_coding	ZMYM4	38.7	775	714
ENSG00000146469	protein_coding	VIP	33.81	180	117
ENSG00000146476	protein_coding	ARMT1	39.28	470	436
ENSG00000146535	protein_coding	GNA12	45.86	10371	5742
ENSG00000146540	protein_coding	C7orf50	57.69	94	89
ENSG00000146555	protein_coding	SDK1	43.12	30	25
ENSG00000146576	protein_coding	C7orf26	53.1	629	595
ENSG00000146587	protein_coding	RBAK	40.26	149	139
ENSG00000146592	protein_coding	CREB5	40.7	6612	4310
ENSG00000146648	protein_coding	EGFR	44.57	319	263
ENSG00000146674	protein_coding	IGFBP3	49.16	216	174
ENSG00000146676	protein_coding	PURB	41.41	5632	3455
ENSG00000146701	protein_coding	MDH2	50.93	8384	5046
ENSG00000146733	protein_coding	PSPH	46.35	3433	2709
ENSG00000146776	protein_coding	ATXN7L1	45.57	696	623
ENSG00000146802	protein_coding	TMEM168	35.26	613	576
ENSG00000146828	protein_coding	SLC12A9	51.93	1132	1055
ENSG00000146830	protein_coding	GIGYF1	60.35	994	914
ENSG00000146834	protein_coding	MEPCE	58.79	924	867
ENSG00000146842	protein_coding	TMEM209	37.56	437	415
ENSG00000146856	protein_coding	AGBL3	36.82	570	540
ENSG00000146859	protein_coding	TMEM140	43.02	24	22
ENSG00000146872	protein_coding	TLK2	42.17	1148	1049
ENSG00000146909	protein_coding	NOM1	47.03	724	661
ENSG00000146926	protein_coding	ASB10	53.7	14	11
ENSG00000146950	protein_coding	SHROOM2	47.43	2682	2187
ENSG00000146963	protein_coding	LUC7L2	40.36	7568	5109
ENSG00000146966	protein_coding	DENND2A	47.56	693	654
ENSG00000147010	protein_coding	SH3KBP1	43.06	2005	1734
ENSG00000147027	protein_coding	TMEM47	36.98	323	290
ENSG00000147036	protein_coding	LANCL3	38.9	26	24
ENSG00000147044	protein_coding	CASK	38.75	1033	934
ENSG00000147050	protein_coding	KDM6A	38.54	818	762
ENSG00000147065	protein_coding	MSN	44.63	742	655
ENSG00000147099	protein_coding	HDAC8	40.05	340	326
ENSG00000147118	protein_coding	ZNF182	40.39	119	111
ENSG00000147119	protein_coding	CHST7	44.77	348	297
ENSG00000147123	protein_coding	NDUFB11	52.3	17878	8319
ENSG00000147130	protein_coding	ZMYM3	53.76	1412	1237
ENSG00000147133	protein_coding	TAF1	43.38	1960	1700
ENSG00000147140	protein_coding	NONO	44.11	1563	1441
ENSG00000147155	protein_coding	EBP	49.44	2608	2132
ENSG00000147162	protein_coding	OGT	40.58	7891	5141
ENSG00000147164	protein_coding	SNX12	42.55	1012	944
ENSG00000147224	protein_coding	PRPS1	41.83	1017	840
ENSG00000147246	protein_coding	HTR2C	35.04	16	12
ENSG00000147251	protein_coding	DOCK11	39.68	66	61
ENSG00000147256	protein_coding	ARHGAP36	46.1	26	20
ENSG00000147274	protein_coding	RBMX	43.01	969	885
ENSG00000147316	protein_coding	MCPH1	42.19	71	57
ENSG00000147324	protein_coding	MFHAS1	44.15	477	425
ENSG00000147364	protein_coding	FBXO25	41.96	1299	1116
ENSG00000147383	protein_coding	NSDHL	45.97	1812	1527
ENSG00000147400	protein_coding	CETN2	43.32	2108	1853
ENSG00000147403	protein_coding	RPL10	54.28	36993	11013
ENSG00000147416	protein_coding	ATP6V1B2	39.5	7325	3826
ENSG00000147419	protein_coding	CCDC25	40.07	1002	896
ENSG00000147421	protein_coding	HMBOX1	37.72	1535	1381
ENSG00000147439	protein_coding	BIN3	49.55	544	519
ENSG00000147457	protein_coding	CHMP7	46.73	3837	3083
ENSG00000147459	protein_coding	DOCK5	42.37	919	836
ENSG00000147475	protein_coding	ERLIN2	44.09	726	688
ENSG00000147481	protein_coding	SNTG1	35.87	215	189
ENSG00000147488	protein_coding	ST18	39.41	1469	1284
ENSG00000147509	protein_coding	RGS20	42.33	98	86
ENSG00000147526	protein_coding	TACC1	42.76	1687	1511
ENSG00000147533	protein_coding	GOLGA7	39.89	20194	8228
ENSG00000147535	protein_coding	PLPP5	45.35	183	165
ENSG00000147536	protein_coding	GINS4	46.73	1976	1697
ENSG00000147571	protein_coding	CRH	55.1	174	82
ENSG00000147586	protein_coding	MRPS28	37.19	1897	1703
ENSG00000147592	protein_coding	LACTB2	38.39	239	234
ENSG00000147601	protein_coding	TERF1	36.98	653	626
ENSG00000147604	protein_coding	RPL7	50.65	25993	10290
ENSG00000147642	protein_coding	SYBU	39.55	344	312
ENSG00000147649	protein_coding	MTDH	40.61	7068	4962
ENSG00000147650	protein_coding	LRP12	35.69	1309	1141
ENSG00000147654	protein_coding	EBAG9	34.99	983	921
ENSG00000147669	protein_coding	POLR2K	37.24	599	559
ENSG00000147676	protein_coding	MAL2	39.64	587	500
ENSG00000147677	protein_coding	EIF3H	37.79	9787	6069
ENSG00000147679	protein_coding	UTP23	40.03	831	779
ENSG00000147684	protein_coding	NDUFB9	45.43	18670	8030
ENSG00000147687	protein_coding	TATDN1	40.76	228	213
ENSG00000147799	protein_coding	ARHGAP39	53.99	1979	1771
ENSG00000147852	protein_coding	VLDLR	42.01	4376	3318
ENSG00000147853	protein_coding	AK3	41.46	1776	1546
ENSG00000147854	protein_coding	UHRF2	38.99	1975	1738
ENSG00000147862	protein_coding	NFIB	38.29	5172	3087
ENSG00000147872	protein_coding	PLIN2	44.99	181	151
ENSG00000147874	protein_coding	HAUS6	39.6	31	26
ENSG00000147894	protein_coding	C9orf72	36.96	530	492
ENSG00000147905	protein_coding	ZCCHC7	36.62	2033	1780
ENSG00000147912	protein_coding	FBXO10	46.46	188	175
ENSG00000147955	protein_coding	SIGMAR1	57.25	1092	1004
ENSG00000148019	protein_coding	CEP78	37.2	36	33
ENSG00000148053	protein_coding	NTRK2	40.93	5346	2455
ENSG00000148057	protein_coding	IDNK	42.77	2971	2410
ENSG00000148090	protein_coding	AUH	38.91	4933	3753
ENSG00000148143	protein_coding	ZNF462	40.07	1300	1146
ENSG00000148153	protein_coding	INIP	40.09	788	722
ENSG00000148154	protein_coding	UGCG	40.18	904	797
ENSG00000148158	protein_coding	SNX30	44.28	3597	2846
ENSG00000148180	protein_coding	GSN	46.87	36260	7446
ENSG00000148187	protein_coding	MRRF	41.16	700	661
ENSG00000148200	protein_coding	NR6A1	40.7	34	28
ENSG00000148218	protein_coding	ALAD	51.37	1555	1376
ENSG00000148219	protein_coding	ASTN2	41.84	519	454
ENSG00000148229	protein_coding	POLE3	49.35	1791	1583
ENSG00000148248	protein_coding	SURF4	52.38	1894	1679
ENSG00000148290	protein_coding	SURF1	53.97	4244	3162
ENSG00000148291	protein_coding	SURF2	59.58	1520	1349
ENSG00000148296	protein_coding	SURF6	52.81	336	313
ENSG00000148297	protein_coding	MED22	56.87	1282	1177
ENSG00000148300	protein_coding	REXO4	51.72	844	802
ENSG00000148303	protein_coding	RPL7A	50.45	14537	7904
ENSG00000148308	protein_coding	GTF3C5	51.81	335	321
ENSG00000148331	protein_coding	ASB6	58.84	435	415
ENSG00000148334	protein_coding	PTGES2	59.55	1397	1247
ENSG00000148335	protein_coding	NTMT1	55.42	1808	1598
ENSG00000148337	protein_coding	CIZ1	52.5	415	387
ENSG00000148339	protein_coding	SLC25A25	49.9	669	619
ENSG00000148341	protein_coding	SH3GLB2	55.75	4237	3293
ENSG00000148356	protein_coding	LRSAM1	51.44	515	485
ENSG00000148358	protein_coding	GPR107	46.73	1290	1192
ENSG00000148384	protein_coding	INPP5E	63.09	110	101
ENSG00000148396	protein_coding	SEC16A	52.76	780	738
ENSG00000148399	protein_coding	DPH7	52.78	452	420
ENSG00000148400	protein_coding	NOTCH1	63.46	493	429
ENSG00000148408	protein_coding	CACNA1B	49.94	940	726
ENSG00000148411	protein_coding	NACC2	55.01	3052	2489
ENSG00000148429	protein_coding	USP6NL	38.22	1888	1611
ENSG00000148444	protein_coding	COMMD3	37.41	8452	5629
ENSG00000148450	protein_coding	MSRB2	42.98	957	877
ENSG00000148459	protein_coding	PDSS1	44.16	146	134
ENSG00000148468	protein_coding	FAM171A1	45.04	1008	932
ENSG00000148484	protein_coding	RSU1	41.14	2592	2183
ENSG00000148498	protein_coding	PARD3	40.01	1628	1444
ENSG00000148516	protein_coding	ZEB1	36.04	135	124
ENSG00000148541	protein_coding	FAM13C	40.06	3555	2684
ENSG00000148572	protein_coding	NRBF2	42.23	149	143
ENSG00000148606	protein_coding	POLR3A	44.69	200	180
ENSG00000148634	protein_coding	HERC4	38	221	208
ENSG00000148660	protein_coding	CAMK2G	51.65	1969	1340
ENSG00000148672	protein_coding	GLUD1	42.02	2893	2480
ENSG00000148680	protein_coding	HTR7	40.72	33	31
ENSG00000148688	protein_coding	RPP30	37.93	1348	1235
ENSG00000148690	protein_coding	FRA10AC1	34.84	778	725
ENSG00000148700	protein_coding	ADD3	38.65	2148	1875
ENSG00000148719	protein_coding	DNAJB12	53.01	1111	1058
ENSG00000148730	protein_coding	EIF4EBP2	43.97	115	99
ENSG00000148734	protein_coding	NPFFR1	46.94	269	186
ENSG00000148737	protein_coding	TCF7L2	44.6	253	242
ENSG00000148798	protein_coding	INA	45.93	2156	1308
ENSG00000148803	protein_coding	FUOM	67.02	1847	1356
ENSG00000148824	protein_coding	MTG1	48.28	744	685
ENSG00000148826	protein_coding	NKX6-2	66.28	18002	6928
ENSG00000148834	protein_coding	GSTO1	41.43	1235	1031
ENSG00000148840	protein_coding	PPRC1	51.98	155	146
ENSG00000148842	protein_coding	CNNM2	42.59	142	133
ENSG00000148843	protein_coding	PDCD11	46.81	602	559
ENSG00000148848	protein_coding	ADAM12	43.11	119	97
ENSG00000148908	protein_coding	RGS10	49.42	10304	3183
ENSG00000148925	protein_coding	BTBD10	36.22	741	679
ENSG00000148935	protein_coding	GAS2	36.06	115	111
ENSG00000148943	protein_coding	LIN7C	36.98	1427	1292
ENSG00000148948	protein_coding	LRRC4C	36.7	1222	1062
ENSG00000148950	protein_coding	IMMP1L	34.91	4330	3502
ENSG00000149084	protein_coding	HSD17B12	38.14	5297	3937
ENSG00000149089	protein_coding	APIP	40.43	920	874
ENSG00000149091	protein_coding	DGKZ	56.98	1408	1281
ENSG00000149100	protein_coding	EIF3M	37.78	4165	3261
ENSG00000149115	protein_coding	TNKS1BP1	55.55	275	252
ENSG00000149136	protein_coding	SSRP1	50.56	2543	2107
ENSG00000149177	protein_coding	PTPRJ	45.38	257	231
ENSG00000149179	protein_coding	C11orf49	41.37	1535	1370
ENSG00000149182	protein_coding	ARFGAP2	53.19	2566	2240
ENSG00000149212	protein_coding	SESN3	35.27	1693	1403
ENSG00000149218	protein_coding	ENDOD1	42.67	8740	5354
ENSG00000149231	protein_coding	CCDC82	34.74	63	57
ENSG00000149256	protein_coding	TENM4	44.45	2141	1650
ENSG00000149257	protein_coding	SERPINH1	55.42	82	71
ENSG00000149260	protein_coding	CAPN5	55.95	1609	1366
ENSG00000149262	protein_coding	INTS4	40.73	772	716
ENSG00000149269	protein_coding	PAK1	39.88	11952	6646
ENSG00000149273	protein_coding	RPS3	48.5	48363	11972
ENSG00000149292	protein_coding	TTC12	43.07	133	126
ENSG00000149294	protein_coding	NCAM1	41.71	9815	5393
ENSG00000149300	protein_coding	C11orf52	44.3	55	49
ENSG00000149308	protein_coding	NPAT	40.27	1495	1325
ENSG00000149311	protein_coding	ATM	37.52	210	200
ENSG00000149313	protein_coding	AASDHPPT	36.56	1361	1238
ENSG00000149346	protein_coding	SLX4IP	40.51	160	126
ENSG00000149357	protein_coding	LAMTOR1	47.92	10486	6639
ENSG00000149403	protein_coding	GRIK4	48	68	62
ENSG00000149428	protein_coding	HYOU1	54.02	628	594
ENSG00000149452	protein_coding	SLC22A8	50.4	23	14
ENSG00000149476	protein_coding	TKFC	54.64	44	42
ENSG00000149480	protein_coding	MTA2	52.42	564	541
ENSG00000149483	protein_coding	TMEM138	47.18	728	650
ENSG00000149485	protein_coding	FADS1	50.81	1085	990
